Unnamed: 0,Points,playerID,yearID_x,stint_x,teamID_x,lgID_x,G,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,yearID_y,stint_y,G_F,GS_F,InnOuts,PO,A,E,DP,PB,WP,SB_F,CS_F,ZR,W,L,GS_x,CG,SHO,SV,IPouts,ER,BAOpp,ERA,WP_x,BK,BFP,GF,WP_y,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,yearID,teamID_y,lgID_y,G_all,GS_y,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr
1297,14.0,sauveri01,2000,1,OAK,AL,10,,5,13,,,,3,,,,1,7.0,0.0,0.0,0.0,0.0,2.0,2000,1,10,0.0,31.0,0,1,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,0.31,4.35,0.0,0.0,43.0,4.0,0.0,1963.0,11.0,23.0,USA,VA,Arlington,,,,,,,Rich,Sauveur,Richard Daniel,163.0,76.0,L,L,1986-07-01,2000-06-18,sauvr001,sauveri01,2000,OAK,AL,10,0.0,1,10.0,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1298,14.0,merckke01,2000,1,ANA,AL,21,,35,57,,,,12,,,,29,30.0,3.0,2.0,3.0,1.0,5.0,2000,1,21,7.0,145.0,1,5,1.0,1,0.0,,0.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,145.0,35.0,0.3,6.52,2.0,0.0,225.0,2.0,0.0,1968.0,2.0,1.0,USA,OH,Dublin,,,,,,,Kent,Mercker,Kent Franklin,175.0,73.0,L,L,1989-09-22,2008-05-30,merck001,merckke01,2000,ANA,AL,21,7.0,0,21.0,21,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1299,14.0,blankma01,2000,1,MON,NL,13,,8,12,,,,1,,,,5,4.0,1.0,1.0,2.0,1.0,0.0,2000,1,13,0.0,42.0,1,1,0.0,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,8.0,0.226,5.14,0.0,0.0,63.0,3.0,0.0,1976.0,4.0,5.0,USA,TX,Texarkana,,,,,,,Matt,Blank,Clarence Matthew,200.0,74.0,L,L,2000-04-03,2001-06-21,blanm001,blankma01,2000,MON,NL,13,0.0,13,13.0,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1300,13.0,mieskma01,2000,2,ARI,NL,11,8.0,3,2,1.0,0.0,0.0,1,2.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,4000,3,19,9.0,256.0,16,0,1.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1968.0,2.0,13.0,USA,MI,Midland,,,,,,,Matt,Mieske,Matthew Todd,185.0,72.0,R,R,1993-05-03,2000-09-30,miesm001,mieskma01,2000,HOU,NL,62,9.0,62,18.0,0,0,0,0,0,0,14,0,4,18,0.0,49.0,0.0
1301,13.0,larkian01,2000,1,CIN,NL,3,,4,6,,,,1,,,,5,7.0,0.0,0.0,0.0,0.0,1.0,4000,3,21,0.0,78.0,3,1,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,0.24,5.4,0.0,0.0,30.0,2.0,0.0,1974.0,6.0,27.0,USA,WA,Chelan,,,,,,,Andy,Larkin,Andrew Dane,175.0,76.0,R,R,1996-09-29,2000-09-10,larka001,larkian01,2000,KCA,AL,18,0.0,0,18.0,18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1302,13.0,johnsru01,2000,1,HOU,NL,26,45.0,4,8,8.0,0.0,0.0,0,3.0,1.0,1.0,2,10.0,0.0,0.0,1.0,0.0,3.0,12000,9,90,50.0,1524.0,56,157,6.0,18,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1973.0,2.0,22.0,USA,LA,Baton Rouge,,,,,,,Russ,Johnson,William Russell,185.0,70.0,R,R,1997-04-08,2005-07-15,johnr006,johnsru01,2000,TBA,AL,74,43.0,74,70.0,0,0,0,18,49,11,0,0,0,0,0.0,12.0,4.0
1303,13.0,larkian01,2000,1,CIN,NL,3,,4,6,,,,1,,,,5,7.0,0.0,0.0,0.0,0.0,1.0,4000,3,21,0.0,78.0,3,1,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,0.24,5.4,0.0,0.0,30.0,2.0,0.0,1974.0,6.0,27.0,USA,WA,Chelan,,,,,,,Andy,Larkin,Andrew Dane,175.0,76.0,R,R,1996-09-29,2000-09-10,larka001,larkian01,2000,CIN,NL,3,0.0,2,3.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1304,13.0,gloadro01,2000,1,CHN,NL,18,31.0,4,6,4.0,0.0,1.0,1,3.0,0.0,0.0,3,10.0,0.0,0.0,0.0,1.0,1.0,4000,2,10,7.0,161.0,15,0,0.0,2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1976.0,4.0,5.0,USA,NY,Brooklyn,,,,,,,Ross,Gload,Ross Peter,190.0,73.0,L,L,2000-08-31,2011-09-24,gloar001,gloadro01,2000,CHN,NL,18,7.0,18,10.0,0,0,2,0,0,0,7,0,1,8,0.0,9.0,0.0
1305,13.0,mieskma01,2000,2,ARI,NL,11,8.0,3,2,1.0,0.0,0.0,1,2.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,4000,3,19,9.0,256.0,16,0,1.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1968.0,2.0,13.0,USA,MI,Midland,,,,,,,Matt,Mieske,Matthew Todd,185.0,72.0,R,R,1993-05-03,2000-09-30,miesm001,mieskma01,2000,ARI,NL,11,0.0,11,1.0,0,0,0,0,0,0,0,0,1,1,0.0,10.0,1.0
1306,13.0,estessh01,2000,1,SFN,NL,32,68.0,4,14,9.0,4.0,0.0,1,10.0,0.0,0.0,2,28.0,0.0,0.0,11.0,0.0,2.0,2000,1,30,30.0,571.0,11,43,2.0,7,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1973.0,2.0,18.0,USA,CA,San Bernardino,,,,,,,Shawn,Estes,Aaron Shawn,185.0,74.0,R,L,1995-09-16,2008-09-24,estes001,estessh01,2000,SFN,NL,32,30.0,31,30.0,30,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0
1307,13.0,brownbr01,2000,1,FLO,NL,41,73.0,4,14,6.0,6.0,0.0,2,6.0,1.0,0.0,3,33.0,0.0,0.0,0.0,0.0,1.0,8000,6,53,29.0,814.0,100,6,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1971.0,6.0,22.0,USA,CA,Porterville,,,,,,,Brant,Brown,Brant Michael,220.0,75.0,L,L,1996-06-15,2000-08-29,browb003,brownbr01,2000,FLO,NL,41,12.0,41,18.0,0,0,5,0,0,0,8,0,5,13,0.0,26.0,0.0
1308,13.0,zerbech01,2000,1,SFN,NL,4,,3,6,,,,1,,,,1,5.0,0.0,0.0,1.0,0.0,1.0,2000,1,4,0.0,18.0,1,2,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.273,4.5,0.0,0.0,24.0,2.0,0.0,1972.0,4.0,27.0,USA,OH,Findlay,,,,,,,Chad,Zerbe,William Chad,190.0,72.0,L,L,2000-09-18,2003-09-27,zerbc001,zerbech01,2000,SFN,NL,4,0.0,4,4.0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1309,13.0,brownbr01,2000,1,FLO,NL,41,73.0,4,14,6.0,6.0,0.0,2,6.0,1.0,0.0,3,33.0,0.0,0.0,0.0,0.0,1.0,8000,6,53,29.0,814.0,100,6,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1971.0,6.0,22.0,USA,CA,Porterville,,,,,,,Brant,Brown,Brant Michael,220.0,75.0,L,L,1996-06-15,2000-08-29,browb003,brownbr01,2000,CHN,NL,54,17.0,54,33.0,0,0,7,0,0,0,18,9,3,28,0.0,23.0,0.0
1310,13.0,gilbesh01,2000,1,LAN,NL,15,20.0,5,3,1.0,1.0,0.0,1,3.0,0.0,0.0,2,7.0,0.0,0.0,1.0,0.0,0.0,2000,1,14,5.0,147.0,15,1,1.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1965.0,3.0,12.0,USA,NJ,Camden,,,,,,,Shawn,Gilbert,Albert Shawn,170.0,69.0,R,R,1997-06-02,2000-07-02,gilbs001,gilbesh01,2000,LAN,NL,15,5.0,15,14.0,0,0,0,0,0,0,8,4,2,14,0.0,0.0,5.0
1311,13.0,leshebr01,2000,1,SEA,AL,5,5.0,1,4,2.0,1.0,1.0,0,3.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2000,1,4,0.0,27.0,4,1,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1971.0,3.0,5.0,Belgium,Antwerp,Wilrijk,,,,,,,Brian,Lesher,Brian Herbert,205.0,77.0,R,L,1996-08-25,2002-09-28,leshb001,leshebr01,2000,SEA,AL,5,0.0,5,4.0,0,0,4,0,0,0,0,0,0,0,1.0,4.0,1.0
1312,13.0,johnsma01,2000,1,NYN,NL,21,22.0,2,4,3.0,0.0,0.0,1,6.0,0.0,0.0,5,9.0,0.0,0.0,0.0,0.0,1.0,4000,2,5,2.0,49.0,10,1,0.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1967.0,10.0,17.0,USA,MA,Worcester,,,,,,,Mark,Johnson,Mark Patrick,230.0,76.0,L,L,1995-04-26,2002-06-02,johnm001,johnsma01,2000,NYN,NL,21,3.0,21,5.0,0,0,4,0,0,0,1,0,0,1,1.0,16.0,0.0
1313,13.0,hodgeke01,2000,1,SEA,AL,13,,10,18,,,,4,,,,12,7.0,0.0,2.0,0.0,1.0,9.0,2000,1,13,0.0,52.0,1,1,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,10.0,0.31,5.19,1.0,0.0,73.0,7.0,0.0,1973.0,6.0,24.0,USA,TX,Houston,,,,,,,Kevin,Hodges,Kevin Jon,200.0,76.0,R,R,2000-04-24,2000-09-30,hodgk001,hodgeke01,2000,SEA,AL,13,0.0,0,13.0,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1314,13.0,johnsla03,2000,1,NYA,AL,18,30.0,6,9,8.0,1.0,0.0,0,2.0,2.0,0.0,0,7.0,0.0,0.0,0.0,0.0,1.0,2000,1,4,0.0,50.0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1963.0,7.0,6.0,USA,OH,Cincinnati,,,,,,,Lance,Johnson,Kenneth Lance,160.0,70.0,L,L,1987-07-10,2000-05-27,johnl001,johnsla03,2000,NYA,AL,18,2.0,18,4.0,0,0,0,0,0,0,2,0,2,4,3.0,14.0,0.0
1315,13.0,johnsru01,2000,1,HOU,NL,26,45.0,4,8,8.0,0.0,0.0,0,3.0,1.0,1.0,2,10.0,0.0,0.0,1.0,0.0,3.0,12000,9,90,50.0,1524.0,56,157,6.0,18,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1973.0,2.0,22.0,USA,LA,Baton Rouge,,,,,,,Russ,Johnson,William Russell,185.0,70.0,R,R,1997-04-08,2005-07-15,johnr006,johnsru01,2000,HOU,NL,26,7.0,26,12.0,0,0,0,3,4,5,0,0,0,0,0.0,14.0,2.0
1316,13.0,harnipe01,2000,1,CIN,NL,24,43.0,4,8,5.0,2.0,0.0,1,8.0,0.0,0.0,0,14.0,0.0,0.0,6.0,0.0,1.0,2000,1,22,22.0,393.0,6,17,0.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1966.0,9.0,23.0,USA,NY,Commack,,,,,,,Pete,Harnisch,Peter Thomas,195.0,73.0,B,R,1988-09-13,2001-05-07,harnp001,harnipe01,2000,CIN,NL,24,22.0,24,22.0,22,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0
1317,13.0,cummimi01,2000,2,BOS,AL,21,25.0,1,7,7.0,0.0,0.0,0,2.0,0.0,0.0,6,3.0,0.0,0.0,0.0,0.0,1.0,4000,3,44,27.0,776.0,65,4,0.0,2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1971.0,10.0,14.0,V.I.,St. Croix,Christiansted,,,,,,,Midre,Cummings,Midre Almeric,190.0,73.0,L,R,1993-09-10,2005-08-06,cummm001,cummimi01,2000,MIN,AL,77,34.0,77,40.0,0,0,0,0,0,0,7,0,33,40,15.0,37.0,0.0
1318,13.0,cummimi01,2000,2,BOS,AL,21,25.0,1,7,7.0,0.0,0.0,0,2.0,0.0,0.0,6,3.0,0.0,0.0,0.0,0.0,1.0,4000,3,44,27.0,776.0,65,4,0.0,2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1971.0,10.0,14.0,V.I.,St. Croix,Christiansted,,,,,,,Midre,Cummings,Midre Almeric,190.0,73.0,L,R,1993-09-10,2005-08-06,cummm001,cummimi01,2000,BOS,AL,21,3.0,21,4.0,0,0,0,0,0,0,0,1,3,4,1.0,17.0,0.0
1319,13.0,stottto01,2000,1,ARI,NL,18,31.0,6,6,3.0,2.0,0.0,1,4.0,0.0,0.0,3,14.0,0.0,0.0,3.0,0.0,0.0,2000,1,18,18.0,286.0,4,17,1.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1965.0,5.0,20.0,USA,WA,Sunnyside,,,,,,,Todd,Stottlemyre,Todd Vernon,195.0,75.0,L,R,1988-04-06,2002-06-26,stott001,stottto01,2000,ARI,NL,18,18.0,18,18.0,18,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1320,12.0,myersro01,2000,1,SDN,NL,3,,1,2,,,,0,,,,0,3.0,0.0,0.0,0.0,0.0,0.0,2000,1,3,0.0,6.0,0,0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.25,4.5,1.0,0.0,8.0,1.0,0.0,1969.0,6.0,26.0,USA,IL,Rockford,,,,,,,Rodney,Myers,Rodney Luther,200.0,73.0,R,R,1996-04-03,2004-06-01,myerr002,myersro01,2000,SDN,NL,3,0.0,3,3.0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1321,12.0,cubilda01,2000,1,TOR,AL,7,,14,20,,,,5,,,,11,14.0,0.0,1.0,0.0,0.0,2.0,4000,3,20,0.0,100.0,2,4,0.0,1,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,14.0,0.317,8.04,0.0,0.0,75.0,1.0,0.0,1972.0,11.0,15.0,Venezuela,Zulia,Bobures,,,,,,,Darwin,Cubillan,Darwin Harrikson,165.0,74.0,R,R,2000-05-20,2004-06-01,cubid001,cubilda01,2000,TEX,AL,13,0.0,0,13.0,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1322,12.0,sanchje01,2000,1,FLO,NL,45,56.0,6,13,13.0,0.0,0.0,0,4.0,0.0,0.0,1,15.0,0.0,0.0,3.0,0.0,1.0,2000,1,32,32.0,546.0,7,28,3.0,3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1974.0,10.0,11.0,D.R.,Peravia,Nizao,,,,,,,Jesus,Sanchez,Jesus Paulino,165.0,70.0,L,L,1998-03-31,2004-07-15,sancj001,sanchje01,2000,FLO,NL,45,32.0,43,32.0,32,0,0,0,0,0,0,0,0,0,0.0,0.0,13.0
1323,12.0,daalom01,2000,2,PHI,NL,12,18.0,1,5,3.0,2.0,0.0,0,2.0,0.0,0.0,3,5.0,0.0,0.0,2.0,0.0,0.0,4000,3,32,28.0,501.0,8,31,4.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1972.0,3.0,1.0,Venezuela,Zulia,Maracaibo,,,,,,,Omar,Daal,Omar Jesus,160.0,75.0,L,L,1993-04-23,2003-09-25,daalo001,daalom01,2000,ARI,NL,20,16.0,18,20.0,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1324,12.0,daalom01,2000,2,PHI,NL,12,18.0,1,5,3.0,2.0,0.0,0,2.0,0.0,0.0,3,5.0,0.0,0.0,2.0,0.0,0.0,4000,3,32,28.0,501.0,8,31,4.0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1972.0,3.0,1.0,Venezuela,Zulia,Maracaibo,,,,,,,Omar,Daal,Omar Jesus,160.0,75.0,L,L,1993-04-23,2003-09-25,daalo001,daalom01,2000,PHI,NL,12,12.0,12,12.0,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1325,12.0,rigdopa01,2000,1,CLE,AL,5,,15,21,,,,4,,,,9,15.0,1.0,0.0,0.0,0.0,3.0,4000,3,17,16.0,262.0,7,9,0.0,0,0.0,,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,53.0,15.0,0.3,7.64,0.0,0.0,79.0,0.0,0.0,1975.0,11.0,2.0,USA,FL,Jacksonville,,,,,,,Paul,Rigdon,Paul David,210.0,77.0,R,R,2000-05-21,2001-07-01,rigdp001,rigdopa01,2000,MIL,NL,12,12.0,12,12.0,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1326,12.0,rigdopa01,2000,1,CLE,AL,5,,15,21,,,,4,,,,9,15.0,1.0,0.0,0.0,0.0,3.0,4000,3,17,16.0,262.0,7,9,0.0,0,0.0,,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,53.0,15.0,0.3,7.64,0.0,0.0,79.0,0.0,0.0,1975.0,11.0,2.0,USA,FL,Jacksonville,,,,,,,Paul,Rigdon,Paul David,210.0,77.0,R,R,2000-05-21,2001-07-01,rigdp001,rigdopa01,2000,CLE,AL,5,4.0,1,5.0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1327,12.0,kolbbr01,2000,1,SDN,NL,11,,8,16,,,,0,,,,11,12.0,1.0,0.0,0.0,1.0,2.0,2000,1,11,0.0,42.0,0,1,1.0,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,7.0,0.29600000000000004,4.5,3.0,0.0,66.0,5.0,0.0,1973.0,11.0,20.0,USA,CA,Oakland,,,,,,,Brandon,Kolb,Brandon Charles,190.0,73.0,R,R,2000-05-12,2001-09-19,kolbb001,kolbbr01,2000,SDN,NL,11,0.0,9,11.0,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1328,12.0,mccraqu01,2000,1,TBA,AL,15,31.0,5,4,4.0,0.0,0.0,0,2.0,0.0,1.0,6,4.0,0.0,0.0,0.0,0.0,3.0,2000,1,11,7.0,207.0,19,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1970.0,8.0,16.0,USA,NC,Wilmington,,,,,,,Quinton,McCracken,Quinton Antoine,170.0,67.0,B,R,1995-09-17,2006-07-05,mccrq001,mccraqu01,2000,TBA,AL,15,7.0,15,11.0,0,0,0,0,0,0,9,3,0,11,0.0,5.0,2.0
1329,12.0,cubilda01,2000,1,TOR,AL,7,,14,20,,,,5,,,,11,14.0,0.0,1.0,0.0,0.0,2.0,4000,3,20,0.0,100.0,2,4,0.0,1,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,14.0,0.317,8.04,0.0,0.0,75.0,1.0,0.0,1972.0,11.0,15.0,Venezuela,Zulia,Bobures,,,,,,,Darwin,Cubillan,Darwin Harrikson,165.0,74.0,R,R,2000-05-20,2004-06-01,cubid001,cubilda01,2000,TOR,AL,7,0.0,2,7.0,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1330,11.0,reyesal01,2000,1,BAL,AL,13,,10,13,,,,2,,,,11,10.0,1.0,0.0,1.0,2.0,1.0,4000,3,19,0.0,59.0,0,4,0.0,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,10.0,0.271,6.92,0.0,0.0,62.0,2.0,0.0,1970.0,4.0,10.0,D.R.,San Cristobal,San Cristobal,,,,,,,Alberto,Reyes,Rafael Alberto,230.0,73.0,R,R,1995-04-27,2008-08-05,reyea001,reyesal01,2000,BAL,AL,13,0.0,3,13.0,13,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1331,11.0,natiojo01,2000,1,CHN,NL,2,,9,12,,,,2,,,,8,8.0,0.0,2.0,1.0,1.0,2.0,2000,1,2,2.0,35.0,0,3,0.0,0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,35.0,9.0,0.279,6.94,0.0,0.0,55.0,0.0,0.0,1978.0,9.0,28.0,USA,OK,Oklahoma City,,,,,,,Joey,Nation,Joseph Paul,175.0,74.0,L,L,2000-09-23,2000-09-28,natij001,natiojo01,2000,CHN,NL,2,2.0,2,2.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1332,11.0,oconnbr01,2000,1,PIT,NL,6,,11,12,,,,2,,,,11,7.0,0.0,1.0,1.0,1.0,0.0,2000,1,6,1.0,37.0,0,0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,7.0,0.25,5.11,4.0,0.0,62.0,2.0,0.0,1977.0,1.0,4.0,USA,OH,Cincinnati,,,,,,,Brian,O'Connor,Brian Michael,190.0,74.0,L,L,2000-05-13,2000-09-27,oconb001,o'conbr02,2000,PIT,NL,6,1.0,6,6.0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1333,11.0,melhuad01,2000,2,COL,NL,23,23.0,3,4,3.0,0.0,1.0,0,4.0,0.0,0.0,3,5.0,0.0,0.0,0.0,0.0,1.0,6000,6,5,1.0,51.0,11,2,0.0,1,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,1972.0,3.0,27.0,USA,CA,Santa Clara,,,,,,,Adam,Melhuse,Adam Michael,185.0,74.0,B,R,2000-06-16,2008-09-27,melha001,melhuad01,2000,LAN,NL,1,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
1334,11.0,ginteke01,2000,1,HOU,NL,5,8.0,3,2,1.0,0.0,0.0,1,3.0,0.0,0.0,1,3.0,0.0,0.0,0.0,1.0,0.0,2000,1,2,2.0,54.0,4,5,0.0,2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1976.0,5.0,5.0,USA,CA,Norwalk,,,,,,,Keith,Ginter,Keith Michael,190.0,70.0,R,R,2000-09-20,2005-09-18,gintk001,ginteke01,2000,HOU,NL,5,2.0,5,2.0,0,0,0,2,0,0,0,0,0,0,0.0,3.0,0.0
1335,11.0,ozunapa01,2000,1,FLO,NL,14,24.0,2,8,7.0,1.0,0.0,0,0.0,1.0,0.0,0,2.0,0.0,0.0,2.0,0.0,0.0,2000,1,7,6.0,168.0,12,17,1.0,3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1974.0,8.0,25.0,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Pablo,Ozuna,Pablo Jose,200.0,71.0,R,R,2000-04-23,2008-09-28,ozunp001,ozunapa01,2000,FLO,NL,14,6.0,14,7.0,0,0,0,7,0,0,0,0,0,0,0.0,2.0,5.0
1336,11.0,motada01,2000,1,MIN,AL,4,,5,10,,,,1,,,,1,3.0,0.0,0.0,0.0,0.0,0.0,2000,1,4,0.0,16.0,0,0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,0.37,8.44,1.0,0.0,28.0,3.0,0.0,1975.0,10.0,9.0,D.R.,El Seibo,El Seibo,,,,,,,Danny,Mota,Daniel Avila,180.0,72.0,R,R,2000-09-15,2000-10-01,motad001,motada01,2000,MIN,AL,4,0.0,0,4.0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1337,11.0,reyesal01,2000,1,BAL,AL,13,,10,13,,,,2,,,,11,10.0,1.0,0.0,1.0,2.0,1.0,4000,3,19,0.0,59.0,0,4,0.0,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,10.0,0.271,6.92,0.0,0.0,62.0,2.0,0.0,1970.0,4.0,10.0,D.R.,San Cristobal,San Cristobal,,,,,,,Alberto,Reyes,Rafael Alberto,230.0,73.0,R,R,1995-04-27,2008-08-05,reyea001,reyesal01,2000,LAN,NL,6,0.0,6,6.0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1338,11.0,hinchbr01,2000,1,ANA,AL,2,,1,1,,,,0,,,,1,0.0,0.0,0.0,0.0,0.0,0.0,2000,1,2,0.0,5.0,0,0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.16699999999999998,5.4,0.0,0.0,7.0,0.0,0.0,1974.0,7.0,21.0,USA,MI,Detroit,,,,,,,Brett,Hinchliffe,Brett,190.0,77.0,R,R,1999-04-05,2001-04-26,hincb001,hinchbr01,2000,ANA,AL,2,0.0,0,2.0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1339,11.0,vazquja01,2000,1,MON,NL,33,65.0,4,15,13.0,2.0,0.0,0,1.0,0.0,0.0,2,15.0,0.0,0.0,13.0,0.0,0.0,2000,1,33,33.0,653.0,10,32,2.0,2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1976.0,7.0,25.0,P.R.,,Ponce,,,,,,,Javier,Vazquez,Javier Carlos,210.0,74.0,R,R,1998-04-03,2011-09-27,vazqj001,vazquja01,2000,MON,NL,33,33.0,31,33.0,33,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
1340,11.0,melhuad01,2000,2,COL,NL,23,23.0,3,4,3.0,0.0,1.0,0,4.0,0.0,0.0,3,5.0,0.0,0.0,0.0,0.0,1.0,6000,6,5,1.0,51.0,11,2,0.0,1,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,1972.0,3.0,27.0,USA,CA,Santa Clara,,,,,,,Adam,Melhuse,Adam Michael,185.0,74.0,B,R,2000-06-16,2008-09-27,melha001,melhuad01,2000,COL,NL,23,1.0,23,5.0,0,1,3,0,0,0,0,0,1,1,0.0,21.0,0.0
1341,11.0,ledesaa01,2000,1,COL,NL,32,40.0,4,9,7.0,2.0,0.0,0,3.0,0.0,0.0,2,9.0,0.0,1.0,0.0,0.0,1.0,4000,2,8,3.0,124.0,28,6,0.0,6,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1971.0,6.0,3.0,USA,CA,Union City,,,,,,,Aaron,Ledesma,Aaron David,200.0,74.0,R,R,1995-07-02,2000-06-10,ledea001,ledesaa01,2000,COL,NL,32,3.0,32,8.0,0,0,3,0,5,0,0,0,0,0,0.0,25.0,0.0
